method,method_kind,case_id,category,fake_record_name,synthetic_input,expected_error_label,actual_error_label,expected_success,actual_success,expected_diagnostic_present,actual_diagnostic_present,expected_line,actual_line,expected_column,actual_column,expected_cleanup_runs,actual_cleanup_runs,expected_errdefer_runs,actual_errdefer_runs,expected_defer_runs,actual_defer_runs,expected_catch_runs,actual_catch_runs,expected_zig_status,actual_zig_status,error_union_observation,diagnostic_observation,errdefer_observation,testing_observation,json_zon_observation,zig_harness_matched,error_union_matched,diagnostic_matched,errdefer_matched,testing_matched,json_zon_observed,debugger_not_run,version_compatibility,production_diagnostics_tested,naive_should_fail,pass,fail_reason,output_bytes,elapsed_ms
copy_size_timing_marker,timing,c48_version_compatibility,version_compatibility_marker,fake_test_case,synthetic_parse_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
naive_error_policy_marker,naive,c48_version_compatibility,version_compatibility_marker,fake_test_case,synthetic_parse_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
external_error_model_truth_not_tested_marker,external,c48_version_compatibility,version_compatibility_marker,fake_test_case,synthetic_parse_case,None,None,True,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,20,0.0
preserve_original_case_baseline,baseline,c49_naive_error_policy_expected_fail,naive_error_policy_expected_fail,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,True,True,,17,0.0
zig_compiler_discovery_checker,compiler_discovery,c49_naive_error_policy_expected_fail,naive_error_policy_expected_fail,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,True,True,,17,0.0
zig_harness_compile_checker,harness_compile,c49_naive_error_policy_expected_fail,naive_error_policy_expected_fail,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,True,True,,17,0.0
error_union_observer,error_union,c49_naive_error_policy_expected_fail,naive_error_policy_expected_fail,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,True,True,,17,0.0
wrapper_policy_marker,wrapper,c49_naive_error_policy_expected_fail,naive_error_policy_expected_fail,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,True,True,,17,0.0
copy_size_timing_marker,timing,c49_naive_error_policy_expected_fail,naive_error_policy_expected_fail,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,True,True,,17,0.0
naive_error_policy_marker,naive,c49_naive_error_policy_expected_fail,naive_error_policy_expected_fail,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,error,error,none,not_run,pass,not_tested,False,True,True,True,True,False,False,local_only,False,True,False,"naive assumes error payloads always exist, hidden allocation, ignores optional diagnostics, logs secrets",17,0.0
external_error_model_truth_not_tested_marker,external,c49_naive_error_policy_expected_fail,naive_error_policy_expected_fail,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,success,success,error,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,True,True,,17,0.0
preserve_original_case_baseline,baseline,c50_external_language_truth_not_tested,external_language_truth_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_compiler_discovery_checker,compiler_discovery,c50_external_language_truth_not_tested,external_language_truth_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
zig_harness_compile_checker,harness_compile,c50_external_language_truth_not_tested,external_language_truth_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
error_union_observer,error_union,c50_external_language_truth_not_tested,external_language_truth_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
comparison_context_marker,comparison,c50_external_language_truth_not_tested,external_language_truth_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
wrapper_policy_marker,wrapper,c50_external_language_truth_not_tested,external_language_truth_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
copy_size_timing_marker,timing,c50_external_language_truth_not_tested,external_language_truth_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
naive_error_policy_marker,naive,c50_external_language_truth_not_tested,external_language_truth_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,True,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
external_error_model_truth_not_tested_marker,external,c50_external_language_truth_not_tested,external_language_truth_not_tested,toy_error_payload_case,synthetic_failure,ToyError,ToyError,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,error,error,success,none,not_run,pass,not_tested,True,True,True,True,True,False,False,local_only,False,False,True,,17,0.0
